,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
55069,0.091054443,68,0,0.056991858,7000.0,7,0,0,0,0.0
59549,0.290153099,55,1,0.36347359,3350.0,10,0,1,1,0.0
80734,0.319486688,64,0,0.228303748,16223.0,11,0,3,0,0.0
53467,0.040814383,58,0,0.19019049,6666.0,11,0,2,0,3.0
131252,0.010633699,76,0,0.002295014,4792.0,3,0,0,0,0.0
6100,0.039694482,51,0,0.242523407,11000.0,8,0,1,0,0.0
103320,0.66846409,45,0,0.491941261,5583.0,8,0,2,0,3.0
130788,0.9999999,28,0,0.984021305,750.0,2,0,0,0,0.0
68752,0.0,43,0,0.076694706,4041.0,7,0,0,0,0.0
101784,0.012707804,39,2,0.412529157,3000.0,11,0,0,0,2.0
40956,0.638636136,52,0,0.741254858,1800.0,3,0,1,0,2.0
15896,0.7964071859999999,29,0,0.13657561599999998,1500.0,2,0,0,0,2.0
136201,0.9999999,22,0,0.0,820.0,1,0,0,0,0.0
23003,0.210744087,54,0,1.294852574,2000.0,6,0,1,0,1.0
13470,0.046807309000000005,60,0,0.218130312,6000.0,16,0,2,0,0.0
120490,0.06215221,63,0,0.144578313,3900.0,8,0,1,0,1.0
74390,0.210434552,50,0,0.522213887,11996.0,21,0,4,0,1.0
14001,0.000239433,58,0,0.000441209,4532.0,13,0,0,0,0.0
72645,0.07318699099999999,45,0,0.352804968,9500.0,6,0,1,0,3.0
28851,0.24685021,61,0,0.256522066,13300.0,6,0,1,0,0.0
16494,0.225169977,38,0,0.5071674310000001,3487.0,5,0,1,0,0.0
107050,0.118772661,46,0,0.18825882,7000.0,10,0,2,0,2.0
79039,0.06883217,64,0,0.236031832,24000.0,18,0,3,0,1.0
125798,0.9999999,22,0,0.0,929.0,1,0,0,0,0.0
104173,0.480023529,59,0,0.5389101820000001,6000.0,19,0,1,0,0.0
36881,0.106056235,54,1,0.415983761,13300.0,13,0,3,0,2.0
112875,0.190854228,38,0,0.204726338,8166.0,12,0,0,0,2.0
119844,0.057585886,39,0,0.198948853,7800.0,3,0,1,0,0.0
56647,0.07179119,55,0,0.342489519,6916.0,7,0,1,0,0.0
5729,0.0,80,0,0.826263172,3700.0,13,0,2,0,0.0
64031,0.28179107800000003,37,0,0.283274875,10833.0,11,0,2,0,2.0
143098,0.16935989999999998,50,0,0.469668505,16500.0,27,0,3,0,1.0
66119,0.0,71,0,0.218798151,3244.0,2,0,1,0,0.0
55436,0.3614458720000001,60,1,0.305088562,13323.0,12,0,2,2,0.0
122842,0.041574647,55,0,0.074099792,10080.0,6,0,0,0,2.0
69340,0.30352354800000003,39,0,0.381197056,7200.0,10,0,1,0,3.0
73792,0.02258167,64,0,0.29282362100000003,10227.0,13,0,2,0,0.0
46153,0.0,57,1,0.207398943,7000.0,8,0,1,0,0.0
55923,0.068661581,31,0,0.152230216,3474.0,7,0,0,0,0.0
59242,0.0,35,0,0.08088033,3634.0,7,0,0,0,0.0
64222,0.99001996,26,0,0.004283966,3267.0,1,0,0,1,0.0
109664,0.407012891,35,0,0.685385169,4166.0,6,0,1,0,1.0
112607,0.537436125,27,0,1.266370699,900.0,8,1,0,1,0.0
64295,0.084739643,60,1,0.226163552,8400.0,12,0,1,0,0.0
146645,0.006793385999999999,52,0,0.00139986,10000.0,5,0,0,0,2.0
9860,0.040034086,67,0,0.009305211,9671.0,8,0,0,0,0.0
67360,0.407310995,51,0,1.264612596,6620.0,23,0,9,0,3.0
121122,0.003235056,28,0,0.168293264,4200.0,4,0,0,0,0.0
46982,0.363836359,38,1,0.379735585,9000.0,5,0,2,0,1.0
96234,0.003646016,42,0,0.304849885,3030.0,10,0,1,0,0.0
57884,0.001099945,52,0,0.0,2083.0,2,0,0,0,0.0
82104,0.302829756,65,0,0.042499393,70000.0,22,0,3,0,0.0
110391,0.045949657000000005,33,0,0.08996401400000001,2500.0,6,0,0,0,0.0
118309,0.0,42,1,0.3726645,4923.0,9,0,2,0,1.0
26920,0.00339983,25,0,0.634591961,820.0,9,0,0,0,0.0
20511,0.34468566100000003,44,0,0.16969395399999998,4018.0,5,0,0,0,2.0
15116,0.160437745,64,0,0.105633803,3833.0,5,0,1,0,0.0
135327,0.9999999,24,0,0.0,1000.0,0,0,0,0,0.0
130723,0.825417458,37,0,0.321199813,6400.0,5,0,2,0,2.0
12328,0.400574928,32,0,0.305551112,6250.0,3,0,1,0,3.0
121842,0.029335042,66,1,0.010644589,1690.0,5,0,0,0,0.0
99965,0.31912435,77,0,0.201013096,8093.0,8,0,2,0,0.0
62539,0.9999999,55,1,0.215261579,3000.0,1,0,1,0,0.0
122061,0.092603836,79,0,0.125133919,14000.0,11,0,1,0,0.0
13370,1.000510152,49,0,0.291901759,6025.0,9,1,2,1,0.0
33323,0.009707543,49,0,0.429807217,4045.0,6,0,2,0,2.0
131930,0.069388979,56,0,0.137938645,4530.0,10,0,1,0,0.0
64422,0.090118198,68,0,7.370149254,334.0,10,0,1,0,0.0
85730,0.159627135,57,0,0.27504056,11710.0,18,0,1,0,0.0
27634,0.023655791,44,1,0.009471192,3800.0,4,0,0,0,1.0
100039,0.077890422,39,2,0.288981289,4328.0,12,0,1,0,2.0
17422,0.0,51,0,0.1538951,11000.0,4,0,1,1,2.0
113421,0.0,45,1,0.279902512,10667.0,12,0,2,0,1.0
4476,0.969551522,42,0,0.588921283,2400.0,6,0,0,0,0.0
127623,0.0,49,0,0.405606744,5100.0,8,0,1,0,3.0
113165,0.7471419159999999,53,0,0.398528405,11687.0,10,0,3,0,3.0
51057,0.7350394159999999,46,0,0.396301849,2000.0,10,0,0,0,1.0
54634,0.045168528,85,0,0.13770117099999998,10500.0,11,0,1,0,0.0
8985,1.00147547,40,1,0.127877238,4300.0,3,0,0,0,2.0
134511,0.260502762,61,1,0.420412734,6250.0,10,0,1,0,0.0
104092,0.125739522,67,0,0.252280972,9096.0,9,0,2,0,2.0
95248,0.731361165,38,0,0.228304743,3963.0,6,0,0,2,4.0
69265,0.575842416,40,0,0.22120271,7083.0,5,0,1,0,4.0
35876,0.026331139,43,0,0.17745921899999995,4045.0,2,0,0,0,1.0
55847,0.091793499,61,0,0.15053998,18333.0,9,0,1,0,0.0
34040,0.017428052,76,0,0.287639584,2596.0,10,0,1,0,0.0
136742,0.841061684,49,0,0.562919583,7000.0,8,0,2,0,3.0
70550,0.515013189,42,0,3.407943732,2416.0,19,0,6,0,0.0
75350,0.293981033,36,0,0.159113013,5140.0,10,0,0,0,0.0
42688,1.040939384,39,0,0.102780807,3667.0,7,1,0,0,1.0
95019,0.693516459,51,0,0.491046269,11000.0,11,0,1,0,4.0
105028,0.9999999,35,0,0.075274961,7000.0,1,2,0,1,3.0
93764,0.453938883,59,0,0.2602417,22920.0,12,0,2,0,1.0
139299,0.040623393,59,0,0.838332807,6333.0,26,0,3,0,1.0
104405,0.010107255,47,0,0.27374590600000004,5800.0,7,0,2,0,1.0
58559,0.129413209,73,0,0.28769195,8595.0,14,0,1,0,0.0
38322,0.5204173910000001,81,1,1.535916824,1057.0,15,0,2,2,0.0
51709,0.998181983,37,5,0.16970802899999998,3287.0,4,1,0,2,0.0
122513,0.01032434,58,0,0.406998793,5800.0,11,0,2,0,0.0
110384,0.479560868,69,0,0.391004199,14050.0,21,0,2,0,2.0
28866,0.040177546,73,0,0.261609907,2583.0,5,0,1,0,0.0
37927,0.141545775,51,1,0.256305385,4400.0,5,0,2,2,3.0
141553,0.475557515,32,0,0.715889863,6500.0,17,1,3,0,0.0
140351,0.028823045,71,0,0.412470538,4666.0,12,0,2,0,0.0
90556,0.8233868520000001,22,2,0.231313131,1979.0,6,0,0,0,0.0
127504,0.150226478,38,0,0.157942103,6666.0,17,0,0,0,0.0
124200,1.017489069,30,0,0.080207863,4425.0,4,0,0,0,0.0
17764,0.97091262,53,0,0.666949153,5899.0,9,0,2,0,1.0
112122,0.193795425,40,1,0.5469812079999999,2500.0,10,0,1,0,0.0
28110,0.336188794,71,0,0.199392713,8891.0,4,0,1,0,1.0
56120,0.002590179,85,0,0.008152174,367.0,6,0,0,0,0.0
107653,0.003287337,50,0,0.078273592,4100.0,7,0,0,0,2.0
98568,1.127744511,32,0,0.16195372800000002,2333.0,2,1,0,0,1.0
50867,1.536736346,34,0,0.414825283,7783.0,12,0,2,0,2.0
69497,0.026111523,86,0,0.063834893,4166.0,16,0,0,0,0.0
129850,0.054788765,50,0,0.393308184,6096.0,15,0,1,0,3.0
11553,0.06701763200000001,54,0,0.271793473,11000.0,8,0,1,0,5.0
25110,0.78483716,70,2,0.4838573000000001,11800.0,12,0,3,0,1.0
111092,0.0,39,0,0.243966349,7250.0,9,0,1,0,2.0
112413,0.273564768,38,0,0.592092092,1997.0,7,0,0,0,2.0
145594,0.138129187,40,0,0.455681737,14000.0,16,0,3,0,0.0
142353,0.7054652229999999,40,1,0.62391087,7000.0,14,0,1,0,2.0
129726,0.0,46,0,0.206075691,15668.0,4,0,2,0,4.0
17205,0.975668289,51,0,0.185349891,11917.0,5,0,2,0,1.0
7150,0.758887305,34,3,0.238595176,8000.0,20,0,0,1,0.0
32579,0.146754916,75,0,0.21881103,12800.0,7,0,1,0,0.0
11380,0.001018736,52,0,0.267946578,9583.0,14,0,2,0,2.0
68004,0.000699983,53,0,0.0,4100.0,5,0,0,0,2.0
91864,0.902428305,52,0,0.098931347,6175.0,7,0,0,0,4.0
133183,0.066393361,62,0,0.11798689,9000.0,3,0,1,0,1.0
31254,1.014965811,71,0,0.45158998,5628.0,6,0,1,1,2.0
116024,0.9999999,66,1,0.0,12500.0,1,0,0,0,1.0
71687,0.066795547,75,0,0.24237881100000006,2000.0,7,0,1,0,0.0
39987,0.119596102,40,0,0.220059995,13000.0,15,0,1,0,2.0
95655,0.154309774,37,0,0.951612903,6633.0,12,0,3,0,1.0
107752,0.947853362,36,1,0.254640647,2100.0,4,1,0,0,1.0
26251,0.023716645,70,0,0.016463585,10750.0,27,0,0,0,0.0
39178,0.010141719,71,0,0.122469383,4000.0,8,0,1,0,0.0
131058,0.9999999,31,0,0.417461694,3458.0,5,0,1,0,0.0
15856,0.570791241,59,0,0.072834646,4571.0,7,0,0,0,0.0
139085,0.5437624010000001,46,0,1.267193865,4172.0,15,0,4,0,3.0
120729,0.072644189,78,0,0.140998861,10531.0,9,0,2,0,1.0
41624,0.374003473,46,0,0.8416959820000001,5400.0,10,0,1,0,2.0
139173,0.045125425,79,0,1.22565075,5800.0,20,0,0,0,0.0
129687,0.391520836,51,1,3.578654971,3419.0,21,4,6,1,2.0
20495,0.013751073,53,0,1.026789284,2500.0,24,0,1,0,0.0
75878,0.15825522,46,0,0.348530294,5000.0,8,0,2,0,0.0
77719,0.133320721,75,0,0.024662556,6000.0,11,0,0,0,0.0
102783,0.151433892,41,3,0.512311595,6700.0,14,0,1,2,3.0
2315,0.0,47,0,0.263133605,13000.0,8,0,1,0,0.0
35442,0.175607873,49,1,0.300631881,15350.0,11,0,3,0,2.0
68760,0.14582941300000002,64,0,0.552189609,6370.0,26,0,2,0,0.0
111833,0.0,47,0,0.406612452,7500.0,16,0,2,0,0.0
38555,0.014788196000000003,41,0,0.469235384,15000.0,18,0,3,0,1.0
48897,0.175136734,57,0,0.15547025,2083.0,11,0,0,0,0.0
79542,0.120575885,27,0,0.027758501,1440.0,1,0,0,0,0.0
29377,0.900455505,26,0,0.928136419,820.0,3,0,0,0,0.0
117087,0.351926023,38,1,0.8612910970000001,4166.0,10,0,2,0,0.0
98636,0.019587977,68,0,0.233280395,5666.0,8,0,1,0,2.0
106154,0.092569539,80,0,0.294141172,5000.0,5,0,2,0,1.0
82174,0.384255094,65,0,0.256553227,31205.0,23,0,2,0,0.0
76779,0.031634853,51,0,0.471411435,2500.0,7,0,2,0,1.0
112011,0.153905325,67,0,0.273116744,2800.0,8,0,1,0,0.0
123203,0.918854057,44,0,0.191400304,7883.0,5,0,0,0,0.0
133087,0.043882001,45,0,0.401459854,5753.0,13,0,1,0,1.0
23451,0.0,34,1,0.297352866,3890.0,10,0,1,0,0.0
75771,0.46943744,29,0,0.853507815,2750.0,7,0,1,0,0.0
102962,0.818836233,36,0,0.350306585,3750.0,4,0,1,0,2.0
92479,0.239645687,35,0,0.093622795,2210.0,3,0,0,0,1.0
94528,0.009253641,66,0,0.00017646,5666.0,3,0,0,0,0.0
136787,0.033248337999999995,54,0,0.280286619,6000.0,3,0,1,0,2.0
123471,0.038168198,84,0,0.096200844,4500.0,5,0,0,0,1.0
14727,0.20094007100000005,56,2,0.113734835,4615.0,4,0,0,0,0.0
114461,0.001101569,62,0,0.246393893,17816.0,15,0,3,0,0.0
125217,0.001346024,66,0,0.0,2150.0,2,0,0,0,1.0
147639,0.051117955,80,0,0.01010101,3761.0,1,0,0,0,0.0
99573,0.085420436,72,0,0.285164835,7279.0,15,0,1,0,0.0
111845,0.06538222,38,0,0.338085827,7083.0,10,0,2,0,2.0
129306,0.057291918,82,0,0.120210728,4175.0,7,0,1,0,0.0
74497,0.755685941,35,1,0.483080513,2570.0,9,0,0,0,2.0
39500,0.100228057,72,0,0.23726628,1550.0,8,0,0,0,1.0
51144,0.194964419,56,0,0.419258074,10000.0,12,0,2,0,3.0
51914,1.023710898,61,0,0.506537456,6500.0,13,0,2,0,1.0
144463,0.112834883,43,0,0.359152113,7500.0,14,0,1,0,8.0
98389,0.019785545,45,0,0.149226516,17000.0,7,0,1,0,2.0
89941,0.020547522,63,0,0.266659348,9108.0,18,0,1,0,2.0
145438,0.019251737,39,0,0.401949252,5950.0,8,0,2,0,0.0
86937,0.351430554,46,0,0.844631074,5000.0,10,0,1,0,3.0
90074,0.914777579,31,0,1.203312192,2837.0,11,0,2,0,0.0
109514,0.0,28,0,0.090080972,1975.0,5,0,0,0,0.0
141242,0.060539652,28,0,0.35121626100000003,3000.0,9,2,0,0,1.0
54885,0.926121372,63,0,0.185140659,4158.0,4,0,1,0,2.0
57958,0.014794082,65,0,3.69e-05,27083.0,1,0,0,0,2.0
29674,0.572129806,35,0,0.078431373,2396.0,1,0,0,0,0.0
137151,0.011737381000000002,62,0,0.113510919,8333.0,6,0,0,0,2.0
40714,0.064323165,35,0,0.58669945,8540.0,9,0,1,0,0.0
78939,0.261487775,29,0,0.956463794,2250.0,11,0,2,0,0.0
137026,0.351751081,38,0,0.17109210100000002,9000.0,4,0,0,0,0.0
56232,0.106179673,37,0,0.5206757439999999,3965.0,11,0,1,0,1.0
135590,0.84874864,42,0,1.318214543,4166.0,12,0,2,0,2.0
36299,0.96920308,42,1,0.254124705,9333.0,6,0,1,0,0.0
120903,0.032648263,49,0,0.026275704,2625.0,12,1,0,0,3.0
121791,0.6047446329999999,30,0,0.119813364,6000.0,8,0,0,0,0.0
24765,0.010170197,69,8,0.092920944,7500.0,36,0,0,0,0.0
132873,0.0,27,1,0.037023325,2700.0,5,0,0,0,1.0
130820,0.091278398,35,0,0.034386246,2500.0,7,0,0,0,0.0
16270,0.096890583,61,0,1.036846615,3500.0,19,0,2,0,0.0
76293,0.151763927,45,0,0.332784378,8500.0,17,0,1,0,4.0
97640,0.005401886,71,0,0.003703704,4859.0,8,0,0,0,0.0
5158,0.64148428,26,0,0.253024724,1900.0,4,0,0,0,0.0
27088,0.612580686,84,0,0.806383725,2850.0,10,0,1,0,0.0
20843,0.0,70,0,0.079976478,3400.0,4,0,0,0,0.0
29661,0.950401889,45,1,1.5318416519999998,1742.0,8,0,1,0,0.0
82953,0.463538921,43,0,0.531346865,10000.0,12,0,2,0,2.0
149902,0.0,80,0,0.0,1600.0,1,0,0,0,0.0
116965,0.929017746,43,1,0.501684762,2670.0,4,0,2,1,4.0
117537,0.0024916120000000003,56,0,0.661320558,4800.0,7,0,1,0,0.0
53125,0.119336311,31,0,0.090988626,8000.0,6,0,0,0,0.0
107947,0.066720945,46,0,0.66572946,3200.0,7,0,1,0,1.0
9078,0.040754969,70,0,0.105178964,5000.0,14,0,0,0,0.0
114250,0.074976267,37,0,0.039993444,6100.0,8,0,0,0,3.0
147105,0.425488921,55,1,0.320930995,6100.0,13,1,0,0,2.0
104954,0.0,43,0,0.0,8500.0,10,0,0,0,3.0
72391,0.9999999,64,7,0.380008807,4541.0,13,1,0,1,0.0
103910,0.413548981,37,0,1.08687305,4166.0,17,0,2,0,2.0
146365,0.0,47,0,0.047523561,4986.0,2,0,0,0,1.0
24407,0.038664224,53,0,0.264398221,8316.0,6,0,2,0,2.0
40523,0.003143618,76,0,0.385169186,4166.0,9,0,1,0,0.0
37784,0.019842982,79,0,0.262681541,4750.0,13,0,2,0,0.0
74009,0.9999999,29,1,0.242191037,2208.0,1,0,0,0,3.0
46228,0.009103344,59,0,0.004038772,1237.0,5,0,0,0,0.0
54502,0.085322005,50,0,3.562054208,700.0,21,0,1,2,0.0
109885,0.443371832,27,0,0.058633426,2165.0,3,0,0,0,0.0
5204,0.110196327,58,0,0.593650794,10709.0,13,0,4,0,3.0
21182,0.9999999,28,0,0.161389961,2589.0,1,0,0,1,1.0
46131,0.16230249,74,1,0.272202999,1733.0,7,0,0,0,0.0
56480,0.022495722000000003,62,0,0.043284478,11666.0,12,0,0,0,2.0
87518,4.23e-05,51,0,0.06587473,8333.0,7,0,0,0,1.0
38994,0.045756651,60,0,0.95361237,3750.0,13,0,1,0,0.0
138439,0.990667704,26,1,0.52596501,3600.0,9,0,1,0,2.0
7924,0.129143365,41,0,0.212848394,8000.0,3,0,1,0,2.0
19421,0.344157626,48,0,0.470455335,5753.0,24,1,1,0,3.0
110795,0.0,41,0,0.175743225,3800.0,5,0,0,0,2.0
120791,0.0,27,0,0.0,3250.0,2,0,0,0,1.0
103723,0.06029264,33,0,0.628895184,6000.0,11,0,2,0,2.0
34980,0.588393399,31,0,0.374695152,10250.0,7,0,1,0,0.0
38375,0.051244354000000006,70,0,0.212578742,10000.0,11,0,1,0,0.0
42395,0.0,72,0,0.001363791,2932.0,1,0,0,0,1.0
140137,0.046805071,51,0,0.006461141,10833.0,5,0,0,0,0.0
9912,0.9999999,25,0,0.127446897,2400.0,1,0,0,0,0.0
124822,0.9999999,71,0,0.690160364,5050.0,4,0,3,0,1.0
120612,0.070433098,38,1,0.006615878,4987.0,5,0,0,0,3.0
92158,0.467528939,53,0,0.908576814,1060.0,5,0,1,0,0.0
23107,0.023198453,63,0,0.004997501,2000.0,1,0,0,0,0.0
11266,0.420485175,31,0,0.123830094,4166.0,5,0,0,1,0.0
128958,0.162165839,33,0,0.6139365920000001,9083.0,12,0,6,0,1.0
67671,0.0008766589999999999,40,0,0.202640209,11892.0,13,0,2,0,0.0
1451,0.857122203,64,0,0.469695416,9750.0,8,0,2,0,0.0
128695,0.8705189520000001,55,0,0.246648396,13500.0,7,0,1,0,1.0
66003,0.490067991,52,0,0.4181120270000001,7033.0,6,0,3,0,0.0
48502,0.230017539,54,0,0.293969386,16266.0,19,0,2,0,1.0
35665,0.038065398,49,0,0.350672523,7285.0,8,0,1,0,3.0
86910,0.9999999,51,0,0.032614412999999995,1900.0,1,0,0,0,0.0
77384,0.887813689,43,0,0.301637949,4700.0,6,0,0,0,1.0
112939,0.242204153,63,0,0.270802267,3352.0,26,0,0,0,0.0
83831,0.113079806,63,0,0.161854768,8000.0,9,0,0,0,0.0
82404,0.888248516,37,2,0.171231487,4928.0,6,0,0,0,0.0
36227,0.128196431,64,0,0.408899364,14000.0,34,0,4,0,0.0
125139,0.572500463,54,0,0.432730241,7350.0,9,0,1,0,1.0
11659,0.370348885,60,0,0.657638595,4725.0,6,0,2,0,0.0
105369,0.08665725,76,0,0.201627637,6020.0,6,0,1,0,1.0
120714,0.0,51,0,0.390293225,7911.0,9,0,2,0,4.0
19612,0.021409134,62,0,0.237969677,4550.0,8,0,1,0,0.0
42505,0.8611388609999999,46,0,0.014084507,2200.0,3,0,0,0,0.0
94447,0.512897421,70,0,0.363529757,3410.0,4,0,1,0,0.0
53068,0.265325643,51,1,0.586118252,3500.0,11,0,2,0,3.0
149398,0.453139581,44,1,2.407566024,1400.0,8,0,2,0,3.0
95958,0.0,52,1,0.044524370999999986,8062.0,7,0,0,0,1.0
130890,0.009919206,35,0,0.280596503,5833.0,4,0,1,0,1.0
43228,0.311334433,35,0,0.304596019,6831.0,7,0,1,0,3.0
114728,0.184450353,45,0,0.392331933,9519.0,10,1,3,0,0.0
110195,0.368324947,73,1,0.7952008,6000.0,23,0,1,0,0.0
59430,0.046473838,54,0,0.284078864,4716.0,7,0,1,0,0.0
137234,0.047308897,29,0,0.010371537,7616.0,7,0,0,0,0.0
23483,0.9999999,45,0,0.208924182,5288.0,8,0,0,0,1.0
101672,0.687014428,54,1,0.5338714960000001,9166.0,12,0,4,0,2.0
140777,0.971296394,58,0,0.270596078,18000.0,13,0,1,0,0.0
26617,0.963281469,48,0,0.5433675920000001,10410.0,12,0,1,0,3.0
51498,0.125326981,61,0,0.117747645,33333.0,27,0,1,0,1.0
130108,0.048832429,49,0,0.158471371,7666.0,7,0,1,0,2.0
64134,0.664650863,38,3,0.474342009,6800.0,15,1,2,0,3.0
132781,0.0,52,0,0.072587976,7700.0,5,0,0,0,1.0
32259,0.145428411,43,0,0.203389831,2300.0,5,0,0,0,3.0
109208,0.018410221,58,0,0.379274457,6725.0,14,0,1,0,0.0
41879,0.0,65,0,0.358183376,1166.0,6,0,0,0,0.0
62777,0.5175098929999999,62,0,0.829957356,1875.0,10,0,1,0,0.0
51429,0.521539455,61,0,0.909411765,5099.0,16,0,2,0,0.0
123230,0.045377274,76,0,0.062946386,10500.0,12,0,0,0,0.0
117810,0.233794825,35,0,1.149603585,2900.0,16,0,1,0,1.0
83773,0.263921219,58,0,0.8200499859999999,3600.0,25,0,2,0,1.0
58986,0.238331128,46,0,0.098905553,7400.0,6,0,0,0,0.0
5872,0.233906437,24,0,0.020706456,820.0,2,0,0,0,0.0
115234,0.5518119020000001,40,0,0.023173207,5911.0,4,3,0,0,0.0
15719,0.22174573600000005,57,0,0.319750068,11042.0,14,0,2,0,2.0
95386,0.67520117,31,0,0.403830142,1200.0,6,0,0,0,1.0
3322,0.009355495,61,0,0.147890677,10500.0,12,0,1,0,0.0
5383,0.146162873,55,0,0.086813548,3040.0,6,0,0,0,1.0
115930,0.072898531,40,2,0.46087474,3360.0,8,0,1,0,0.0
107252,0.0,38,0,0.4328247670000001,6750.0,7,0,1,0,0.0
124569,0.255353113,38,0,0.32853429300000003,5000.0,11,0,1,0,1.0
145199,0.08054597299999999,41,0,1.662755324,2300.0,5,0,1,0,2.0
10276,0.807897234,25,0,0.537885096,1200.0,10,0,0,0,0.0
50351,0.000452813,58,2,0.214442855,65000.0,8,0,1,0,0.0
7601,0.673357917,53,0,0.789550073,6200.0,14,0,3,0,2.0
30147,0.089590183,48,0,0.004679906,16666.0,5,0,0,0,0.0
13066,0.079421086,51,0,0.573074154,12500.0,16,0,4,0,1.0
114076,0.041775457,46,0,0.2964495,2900.0,6,0,0,0,0.0
65139,0.833379133,56,0,0.494257274,7835.0,10,0,1,0,1.0
119223,0.0,35,0,0.257106128,7000.0,8,0,1,0,1.0
76468,0.343393696,45,0,0.488355681,4250.0,7,0,1,0,4.0
145808,0.133175461,65,1,0.215749198,4050.0,19,0,0,0,1.0
91752,0.226236545,63,0,0.775794172,3808.0,8,0,1,0,0.0
95818,0.219274448,59,0,0.249792875,9655.0,15,0,1,0,1.0
11100,0.01225757,75,0,0.002768379,3250.0,9,0,0,0,0.0
23950,0.61872133,56,0,0.386169548,4800.0,10,0,0,0,3.0
79448,0.31474280600000004,37,0,0.402996255,8009.0,7,0,1,0,2.0
129078,0.539715143,40,0,0.157590108,3800.0,3,0,0,0,0.0
75479,0.363472729,70,1,0.8296109509999999,2775.0,19,0,2,0,0.0
144443,0.972672739,24,0,0.279069767,1418.0,4,0,0,0,0.0
105916,0.018716628,76,0,0.534448282,5500.0,13,0,2,0,1.0
102750,0.012715919,50,0,0.343953488,8599.0,13,0,2,0,2.0
38702,0.118565783,51,0,0.125124982,7000.0,5,0,1,0,1.0
31709,0.005361542,33,0,0.187078452,5633.0,8,1,1,1,0.0
112553,0.270086496,61,0,0.396257567,5450.0,7,1,1,0,0.0
126620,0.05834368,58,0,0.103255435,27000.0,6,0,1,0,1.0
55852,0.5854024329999999,68,0,0.2756499,6500.0,3,0,1,1,0.0
6610,0.355413217,42,1,0.35644780299999995,10584.0,13,0,2,0,2.0
44029,0.02596891,56,0,0.247197819,3300.0,4,0,1,0,0.0
96062,0.468256261,51,0,0.13722701,11950.0,11,0,2,0,4.0
52158,0.062195854,41,0,0.08614692,4886.0,5,0,0,0,0.0
123593,0.003506443,44,1,0.880095923,1667.0,12,0,1,0,2.0
130199,0.947026487,35,3,0.110773439,6580.0,9,0,0,0,2.0
27775,0.64197413,39,1,0.74327957,2975.0,4,0,1,0,3.0
58862,0.076753327,58,0,0.060408667,14583.0,9,0,1,0,2.0
129506,0.027143738,38,0,0.17952818899999998,2500.0,6,0,0,0,2.0
22110,0.54213082,35,0,0.534910166,4396.0,4,0,2,0,0.0
26028,0.151313947,65,0,0.148529829,10576.0,5,0,1,0,0.0
97129,0.85421416,65,1,0.594175728,8000.0,11,0,2,0,1.0
137164,0.206719232,61,0,0.354256353,7200.0,6,0,1,0,0.0
52605,0.0008191860000000001,87,0,0.0,8078.0,3,0,0,0,0.0
79552,0.007824902,67,0,0.045124218,5916.0,18,0,0,0,0.0
141594,0.392622962,86,0,0.419354839,2200.0,14,0,0,0,0.0
141818,0.001135363,61,0,0.000502513,7959.0,13,0,0,0,0.0
88587,0.537072305,72,0,0.695888658,6250.0,24,0,2,0,1.0
100847,0.266280175,51,0,0.381049761,4400.0,6,0,1,0,0.0
16033,0.02432445,27,0,2.209876543,890.0,5,0,1,0,0.0
66035,0.389830508,59,3,0.0583495,6700.0,7,0,1,0,3.0
98236,0.026924982000000004,56,0,0.005058526,17000.0,8,0,0,0,0.0
56615,0.252897847,55,1,0.898911798,3491.0,13,0,2,0,0.0
106684,0.009614768,34,0,0.122032167,3916.0,6,0,0,0,0.0
8110,0.032355315,32,0,0.137824328,4200.0,5,0,0,0,0.0
82238,0.263877918,60,0,0.31342880300000003,3700.0,11,0,1,0,0.0
137305,0.9999999,42,0,0.707237557,4600.0,6,1,1,0,0.0
58946,0.777111144,31,0,0.52640497,3540.0,6,0,1,0,0.0
130146,0.410244165,29,0,0.209622427,7918.0,10,0,1,0,0.0
73567,0.005799220999999999,57,0,0.596172381,7262.0,11,0,3,0,0.0
117592,0.046795707,77,1,0.147668187,12500.0,14,0,0,0,0.0
91729,0.916167665,39,0,1.296357616,1207.0,6,0,0,0,3.0
48482,0.0,89,0,0.0,1600.0,3,0,0,0,0.0
148623,0.7299854579999999,40,0,0.506036885,7536.0,9,0,1,0,3.0
64760,0.195583683,43,0,0.329858379,5083.0,9,0,1,0,0.0
138609,0.201592277,77,0,0.056792428,7500.0,6,0,0,0,1.0
32941,0.278022516,56,6,0.468488471,5854.0,21,0,1,0,0.0
64215,0.328725829,51,2,0.251553867,5791.0,7,0,2,0,0.0
16039,0.9999999,31,0,0.377983064,2597.0,3,0,0,0,0.0
87454,0.0,49,0,0.306239566,9583.0,6,0,2,0,3.0
118218,0.42477622,50,1,0.580278129,8700.0,12,0,2,0,2.0
84054,0.355336253,37,0,0.336665834,4000.0,5,0,1,0,0.0
12878,0.8893425220000001,51,1,0.936831115,3830.0,12,0,0,0,0.0
110539,0.616467926,64,0,0.999909437,11041.0,19,0,4,0,0.0
143072,0.910193878,64,0,0.23560599,10750.0,14,0,0,0,1.0
